sentence,label
3idek mabrouk ou snin dayma,1
mala zbb,1
wahra inchalleh marbou7ha jam3iya,1
nchallah snin daima,1
haaaw ess7i7 9alllou,1
sbah el fol lil clubisstia,1
maalm nawertna ya rayess,1
elle est libre ya nes efehmou,1
snin deyema ye 5ouya,1
m3alem sanfourr,1
a7sen e5tiyar,1
boss ya riahi,1
rabi ybariklou,1
bonjour ch5ass kaan tjibélna eneramo,1
ras zeby wja3ni vraiment ebdeeeee3,1
azber 7aja fik ya nhar lyoum,1
houa e rajél kif ma5ala 7ad yod5él,1
trés b1 cpr,1
rabi m3ak slooma wcha3b ca kolou m3aak,1
rabbi ysahelha,1
rabi yarahmo,1
rak semeh kames hamida gafsa,1
mahelek yasslouma,1
rabi yar7mou hedhika denya dima thezelna ken la3ziz wel gali,1
inchallah rabi ynaj7hom chekran slim riahi,1
a partager merci,1
nchallah raby ykhalihoulek w yfadhlek lih,1
il mohem kalbek ech fih,1
si slim si hamdi si pauvre peuple tunisiens,1
rabi m3ak w y3inek ya m3allem,1
kes7a sa7bi,1
rabi m3ak tounis amanaaaaaaaaaaaaaaaaaaaaa,1
ahaya hal blassa el tahfouna,1
tchabhi sur cette photo l nabilla benatia sobhan lah,1
pffffffffffffffffffffff malla ra7a,1
jenjoon wassill haka parole ndhiff yaamill il kifff,1
lamahala bahi 8onnya kamel ya sahbi,1
hhhhhhhhhhhhhhhhh m3alem,1
slouma ya m3além vamos ca,1
ahah hhhh,1
betawfik nchallahhhh,1
sbé7 el 5ir si slim,1
enchala labes ew dima ca fil 3alali,1
diamont madfoun f zebla,1
brabi fait signer tijani,1
belfarcha lazem 100 million w akther wlh,1
mabrouk ala jamiatna inchallah isna akoua min amnaouil,1
c ou birabi,1
aimez ma page ouled jam3itii,1
rabi ma3ak ya slouma ya m3alem bravo,1
blh jme3a illi tal3ou fazet il 5atem,1
acil si slim,1
slouma chnowa rayek techrilna etalfza wakahaw d,1
allah yar7mou weld jam3iya rak 8ali barcha,1
rabbi ywafek,1
à la yarhmik,1
toop bravo,1
si slim yelzmik traja3aouled ejjam3iya fil haiaa,1
miss you ya il maou,1
echa3b m3ak ya m3allem,1
ahahahahahahahahahahaha m3allam dd,1
erkez hip hop,1
m3alem ya slim ya rye7i,1
el bacha,1
rabbi im3ak,1
arwa mra wenoss,1
karim mouch normal,1
rabbi e5allilna eljaiche emta3na,1
kol 3am w inti 7ay b 1000 khir,1
hahahahahahahahaha sahebna mohamed karoui menhom za3ma v,1
mabrouk ya slouma e5ress e5ress nchalah ya3mloulna barnaméj 3la club,1
ti saybou rajel,1
m3além si slim bien dit,1
jolie top,1
chkoun m3adel 3lik,1
kolna m3ak si slim,1
billahi lfta karima llbattal billlllllllllllllllllllllllllllllllllllllahi ya si moncef,1
bravo ràiis,1
si slim ra2is tounes wa ta5rou fih,1
rabi yarhimha,1
yesser 7lou el tableau elli wrak,1
love good job,1
ohhh j,1
alah msali 3al nbi 3alik cha3b lifri9i m3ak rfa3tilna ryoussna,1
rabi m3ak kalou kbarat hadhokom etajamo3iyin,1
ayyyyyy chafra cartel aime ça fusion 9wiya barsha bravo,1
enchallah moujoud fi embassade suede,1
hhhhhhhhhh rahom so9at si slim,1
le fri9i dawla w ahana m3a slim,1
blida mennek ya m3adhabehom,1
rabi im3ak president,1
semha brcha,1
chlha merbouha jomhor il 8elya m3ak,1
rabimamake ca,1
rak el capo ya m3alem,1
3idek mabrouk w senin dayema,1
eslim ye daolaaaa,1
ca kebiura berchaaa,1
abdou n aime pas ca,1
allah él mousta3an ye slim,1
kol 3am wenti bi5ir y king ya m3allem,1
akeychi goool,1
elahob fi dam,1
naaaaar wlh 3alamiya braaavooo,1
kol 3am winti bi5ir,1
hahahahaha j adore,1
lets get this 1m views,1
ca tv y slim yer7am weldik 9alek mechakl tounes,1
mosalsal tayara,1
slim bjeh rabi oskot,1
darbett m3allem,1
ma7leha ssa7afiya lt9adem,1
slouma ya m3além,1
bonne slouma,1
m3ak ama n7b nchofk ya si slim,1
t7she 8nyt virage,1
bravoooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooembratour el mostakballlllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllll,1
bravooo khawlaa,1
ahla sbeh el ahla sii slim,1
rabi y waf9 eljami3,1
rabi m3ak si slim w y9addrek bech tekhdem lebled,1
un bon geste merci,1
tahlik wela arwah vive ca,1
tu le merite president puisse dieu te proteger,1
bravooo maître bessadok aal akal jana echkoun icharef gabes,1
kznza morsli,1
alloho akbar,1
men ayna laka hedha,1
rabi ma3ak inhala,1
kolna m3a montasar,1
wahra patron w kol sne w a7la jam3iya fil3aleli ca,1
oui merci slim et bravo contn,1
rabbi yjibhom fessweb,1
rabbi m3ak mr moncef,1
machaallah alaho akebar,1
mademek rajel elkolna m3ak rabi m3ak,1
hhh ena mnhbch lobna ama tofla yesser laf3a,1
lkoulna m3a i5tiyaratik ya si slim bravo,1
snin dayema,1
tahiya lik khoya,1
tdhamen raby m3ak,1
m3alem ya rabi3,1
mabrouk président ca 3a9lya bravo ca,1
merci bein ms slim tab9a dima lkapoooooooooooooo,1
bravo ya m3alem nchalah dima mnawer,1
chkoun krelhoum allah yehdih,1
regelhom ya si slim d,1
m3ak ya m3alam,1
a7laa bou7myyd,1
saadi officiel wa9etach tji l algérie,1
mabrouk w bittawfi9 nchalah,1
bravo patron vamos ca,1
ta7ya paparazy,1
bravo nsvp ektbelna les paroles,1
sanfour we weeeee,1
il faut l enregistrer en studio kafon,1
9ari mikanik w flai7a fesrad hhhhh mla k3ba,1
nchallah il 5ir mizel il9odem bravo lawled,1
on a mis notre confiance en vous soyez comme lucide,1
gooood sami,1
amine ye rab,1
sans commenter wlh braaaaaaaaaaaaaaaaaaaaaavo,1
saha ala,1
bonne et heureuse annee ya maalam,1
mabrouk é nchallah tkoun fhemtna,1
taraji ya dawla,1
mabrouk ala tounes kanet horra,1
bon annif slouma kol 3am w enti m3athebhom,1
a7la mohamed hassan,1
3alina ou 3alik enchalla slouma,1
hahaha so creative,1
nchla lyouma nesm3ou a5beer bahiya 3la jem3iya,1
a7la rabi3 wiwou 3ala zebi,1
twansa erhab hadari manhom ya jazayir,1
snin dayme ya a7la si slim fi denye,1
bassem hamraoui official wlh ma3lm bassem rabi ywafe9k,1
bravooo 7elw awyyy,1
kol chey bel barka mr le president,1
slouma ya m3allem wassim m3ak zeda,1
najla ben abdallah khayefa ala moto,1
barcha haka_barcha haka,1
i love your vedio so much,1
mabrouk alina wala wladna midou guizeni weldna el gali talaka,1
saha rak ghoul walh,1
chermiti y7eb yo5rej min zeri5 bara jess ya riahi,1
m3alem slouma rabi m3ak,1
rajél w m3alem ya slouma,1
bravo mr slim vous avez raison,1
bellehi famma barcha jrabii3 fel page tsamahna t5allina wlled jamiyya,1
wlh thsseb myriam fares,1
raby yoltef bina w eyba3ed 3alena el fetna,1
taraji handha milliar yodkol kol char min telecom,1
alhamdo lelleh nejhet benti allah efadhelheli,1
rabi iwaf9ak y slim riya7i,1
so beautiful my dear,1
la tunisie ça me manque tellement,1
rabi maak wahna zeda,1
mahleha la kerkenniene,1
boy nchala rabi iwasel besselm,1
a7na m3ak ya slim w t3ich ca,1
kol3ame wénti 7awe b 1000 riwre,1
awel mara bech npartagé vd 3la mur bravo papa,1
ba3ad 3lig ennabara,1
sayabna yarham waldik tawa a7na nmachioha w ta7ya ca,1
a7la jaw,1
bravo ya ma3alem,1
chay y9ach3er lebdaan fire fire fire allah mosta3an chabeb,1
bil la7rame ama na3touha parti css,1
hhhhhhhhhhh nchala,1
bruh lkol menk hhh,1
klem ziiiiiiiiiiin,1
oui j aime m3alem,1
que des bon heures y slouma,1
inchallaj kol 3am wentouma b 1000 5er,1
hhhhhhhh bravo,1
allh yar7mha,1
m3ana walla m3a nahdha tawwa,1
rabi ywaf9k y wld bledi,1
pro bro,1
rabi m3ak sloum rana nhebouk barcha,1
je t aime rayooooo,1
mala zabour li m3ak,1
bon rotour,1
a7la ta7iya lcha3b ljazeyir,1
takbir alllahooooo akber,1
amiiiiiiin rabbi el3alamiiiin,1
nchllh tfr7one ento welitwal zda,1
rabbi m3ak président allah ywaf9ik,1
merci a vous de même,1
arajoulou almoneseb fi el mekan ellmounaseb,1
trés bien,1
allah yara7mou w yna3mou,1
chwiya hka,1
all respect bro from kiev keep going,1
hhhhhhhhhhhh slouma article 22 b nokta barak hhhhhhhhhhhhhhhhhhhh,1
barvo ya slim ya ma3lam rak wahdk fi tounes,1
m3alem ya boss,1
netfarjou filibadou vive el hiwar tounsi,1
m3alim walah,1
rabi youster,1
ya3tik 7outa ye nermine,1
amin y a rab,1
mala ghonaya,1
yoser asb8ou cuivré kifi yjik yo9tel ma7lek inti,1
good job berjoliya i like it,1
3idkaoum mabrouk,1
sallouma elkolna m3ak 8,1
rabi yfokk srahek,1
mabrouk mon president,1
rabi yehmi bledii,1
bravo mr6,1
kol 3am wenta 7ay bi 1000 khir,1
bravo m3allem rabi m3ak jom3a moubaraka,1
rabbi yester min 6 0 wella 7 0 fidderby,1
ywatik luck hedha,1
beautiful inside and out,1
ghodwa naadi bac w seher l naasma3 fl cas 33,1
bienn dit,1
enta rajil kbir w miboun,1
bech tadhreb hedhy,1
enchala rabi ye3ino 3la hal7eml w bi tawfi9,1
mabrouk 3lina el koul,1
a7al sanfour cheya5 l7ala mouch 3adia keep like that bro,1
bravo klam inta3 insan ya3rif ach ya3mail,1
hhhhhhhhhhhh heka eli sayer bel dhabet,1
wawwww 7obi mariyoumou bella llove you,1
enchalla etkoun rajel,1
beb jdid etari5,1
ma7lak ahlem n7bik barcha,1
eid mubarak from your brother in dubai,1
yatek saha 9esa mezyena ama niheya mahbitech tofa haka,1
fa9ou biik,1
allah yarhmeha,1
chnya hedha lro3b,1
go go mr slim,1
a ttouyourou 3ala achkeliha ta9a3ou,1
hlowa pas mal,1
alllah yare7mou w na3mou,1
fmma kelma 3ejbetni,1
prizidant slim arya7i bon kouraj,1
feat nordo et jenjoon et flenn,1
koll 3ame wa inta bekeir,1
aider nous a creer un centre de formation foot,1
waww berrasmi waw chapeau wlh chapeau horcujet mandi ma n9ouul,1
votez mr slim riahi n 8,1
fanèèn walah w mouch fi wejhek bravoo,1
adorable je t adore khaoula,1
a7sen wa7ed inti ya samara,1
klay l3ez khoya respect min rabat,1
kol 3am wjomhour lclub b1000 5ir,1
sada9ti ya sayida,1
nice bro 3alekher,1
saha baba monta,1
rabi yarahmou w sabir 3ayeltou,1
hamdellah ala slamtek,1
rabi ewafa9n a,1
nice video keep going bro,1
svp mr riahi kan tnajam wadhhil,1
inchallah rabi m3ak slouma chwaya sabir,1
salim yt7foun,1
merci manel i love you very much,1
barakalahou fik 3la klamek klam 7low wrabi ya7fathna amine,1
barvoo jaafouur,1
we love u so much,1
hmdddddddddddd mala 5barrrrr,1
bien diit y,1
hhh slim rjal taw y3mlha,1
koll 3aaam winnty 7ay b5iiir,1
kol 3am w inti b 1000 5ir ya m3allam,1
brasmi enta khbir si slim,1
allah yare7mou w ina3mou,1
barcha ri9,1
opppaaas slay girl,1
trés belle tjr hãtä,1
b1 m3allem,1
3ami lbhi,1
haw sahih bravo,1
patron cv,1
ta7eya tonise,1
kolet lhak,1
bravo slim allah yarhem chouhadè lwatan,1
sanfouuuuur bravooo,1
marioum ia 3asla,1
si slim le club africain amena fi 9albek,1
wahra 3andha nesha,1
hallah el mouwafek,1
i adore it keep up mortadha,1
inchallah kelemek magboul,1
j ai pa compris wlh layezi un milliardaire w may5alesch,1
merci hedi,1
bravo wallah enplus ktaltni bel dhe7k,1
inchallah tounis tit9adim,1
boomaye gga niko l kol,1
happy birthday to you yosr,1
niveau a9wa ml marché et toi si wallah sa7a louled,1
rabi inaj7o,1
rani m3ak si sloim,1
j aime clubestia,1
saye kamalt lfilm w min ahssen filmouet fi hyeti,1
bilhi jarib barbich klay chwaya,1
wlhi ken jebou 9rouda berasmi 5iir men hal marek,1
nchalh rabi yichfehaaaaaaa,1
la79i9a dima mate3jebch,1
nchala betwfi9,1
hachtekna w bachtekna ya rayes enta ra2esna w ne3ma kewayes,1
inhallah bi tawfik,1
wala 3ala belek ya m3alem rak kbir,1
ca il ghalia amana fi ra9ebtek ya si slim,1
capo del capo,1
el clubstiya el kol ma3éék mn benzert li benguerdane,1
a3mel ili trah sal7 bjam3ia si slim,1
nbet nharb,1
win najme nalgaha laghnaya mp3 fi spotify mahch mawjouda,1
bonne contunation mec slime,1
blh bikthirrr may5rojchh nisth9olooo brchaa,1
tawa t3wedet,1
zidna menhom,1
allah yarhmou wi saber sa famille,1
hiya erroujola wallahi,1
ma7lek nadholet nmout 3alik,1
bravo bravo continue,1
ama nsi7a ma tod5olch l profil weld nahdi,1
allah yarahmo nchalla fijanna,1
vive ca etslim,1
inchalla ya rabi,1
cha3be ca m3ak slouma kolha ta7chi fihh,1
continue slouma wrabi m3ak,1
kolona montacer,1
hamdoullah alik sami,1
88888 nchlh ychedha,1
viendra un jour on vera,1
nhaniwek zeda wchoufe 7al fi chewaya m3amel 5ali cha3eb yi5dem,1
rabi m3ak w a7na zada ya m3alem ya slouma,1
y a bachir ya m3alem,1
rabbi m3ak ye slim contre le mafia de trabelsia,1
bon anniversaire si slim echa3eb m3ak va s y,1
bonne chance slouma je vote numero 8,1
kol 3am w inti belf khir,1
bravo ya rayes,1
bon weekend d,1
rabi maah w yechfih,1
hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh malla slouma,1
alahe yerahmou,1
khmouss 3liik,1
jaweb barka fi instegram,1
n oublie pas alexis mendomo,1
rabi m3ak de tozeur,1
wala kan m3alem slouma,1
rabi yer7amhom nchalla,1
walahi wa7dek ya m3alam,1
vrooom vrooom,1
hatta is amazing,1
1000 mabrouk lawlayd,1
rabbi m3ahk inchalahh,1
a3mel abonné,1
youyou bkh,1
rabi ynejah,1
maalem ya capo,1
allh yara7mouuu w ina3mouu,1
asila ya ahla zaza,1
trés bien ca akber minhom,1
bakitni rabi yarhmou,1
wa7dek ya slouma yelzem champions ligue l3am hedha vive ca,1
enti lem3alem ya si lmarzou9i,1
ma cité sanfara iissabir o barrh,1
med lemkacher a9wa we7ed,1
bravo bechir w tafi 3lik,1
rojola tahiyati man marocchino flghorba,1
raby yarhmo,1
all my respect for both of you,1
skannnnn braaaavoooo,1
rabi yechfique,1
bravo slim good luck,1
toujours fidele ya lefri9i,1
3omra magboula,1
rabi ma3ak w bravo,1
ekhdem 3le rohek slouma,1
enchala marbou7a ca,1
rabi ethaher el7ak patrooooooooooooooon,1
7obi bent omi love mray9a,1
bravo sabhy wasel,1
efri9i yadawla,1
7asbya lah,1
happy birthday mr president,1
m3allem inchalah rabi m3ak,1
brovo président,1
bravo boss nous somme tous avec vous,1
lim3alim yab9a m3alim wlyas3a lil5ire wy7in 3la ezawali rabi may5aybouch,1
hhhhhhhhhhhhhh mala slouma,1
rabi maak s,1
bravo kammel wa7na m3ak,1
for khoya klay bbj nta houwa chikour rap,1
mdouzen hhhhhhhhhhhhhhhhhhh,1
hhhhhh walah,1
allah yqrhmou,1
i5dim w hana m3aak w wild il 9a7a y7él fomou,1
anchala ya capo,1
aka yel3b akajouet,1
froza ca,1
slim riehi m3alim ml kbar w3asba lkol nabbar,1
so cute rabi ykhalihoulek w yetraba d 3ezek,1
beldy barchhhhhhhhhhhhhhhhhhh fi tunese,1
n7ebek n7ebek nmouuut fik sanfara,1
rajel ya slim tawa walla li ca raies,1
mala chla9,1
rabi maak slouma akid tawa tetfarhed,1
rabi m3ak w m3ana w m3a jam3ia ca love,1
barka fikom rit donia mahou,1
rabbi ya3tik 3la 9ed 9albak,1
oi9teh svp,1
hhhhh ya m3alim,1
allah yarhmou w yenna3mou,1
j aime fi 5ater jam3ia w cha3b,1
slm 3andi mawdhou3 n7eb na7ki fih m3ak,1
ina lillehi w ileyhi raji3oun,1
wa9ila 9a3ed yhadher fi rou7ou hh,1
gteltnii dha7ek ema berasmi ya3tik sa7aa a3az tafssir,1
toppp top bravo,1
t le meilleur ja3four kamal ekek w a7na kolna m3ek,1
club ya 3omri 1000 mabrouk inchallah zina,1
rabi ywaf9ek,1
ma7lehom bnet lgadhefi hhhh,1
bnj ya m3athebhom,1
nshallah dima marbou7a,1
j adooooooooreee,1
mchit inta5abit ca,1
raiisna el ghali,1
l essentiet les resultats,1
bn aniversaire salmennnnnnnnnn,1
ma3a riahi miche hatidar tchri mla3bi,1
éna m3aak sami fehri mouch ht5ala 3anak abadan mahma ysiiir,1
nchalah rabi yarahmou wina3mou w nchalah mathweh l janna,1
i love you ca,1
rabi ihanikom nshallah,1
bravo patron e5dem w rabi m3ak,1
hmd ya rabi,1
aaychèk winty zada,1
oh yousterk yousterk tal9h enchllha fi waldek,1
owww oww mat9ossich y broo nice aalikhr,1
rabi kbir ye si slim,1
wa7dek ya slim a7sen faza 3maletha bravooooooooo,1
kelma aadiya,1
hmd cb1 mabrouk 3idkom,1
si slim vous etes trop fort,1
big love nidhal zain ma7lak,1
7arak cha3 ca toujah harris in cha allah marbou7a,1
winhom dziria libia mrarka w twensa mgal3in,1
bravoo ya 9ahirhom hanit,1
allah yara7mak wi sabarhom,1
bsaraha wahera mta3e raise daoula daoulite ennadi lifri9ii hhhh,1
9olt el7a9 wallah,1
wa7dk y a m3alm cva jawkk wcha3b lkoulou i7bk,1
criminal a7mir wala as f i r free fire,1
hetha howa el matloub m3alem ya slouma,1
b3d l etoil fma 7ad y m3alem bara thebt,1
bjr a7sen raiis jam3ia,1
tbarkallah ça c est du cv,1
kolnaaaaaa m3ak slim,1
m3alim dema tabka m3alim,1
bravo sanfor gati,1
idha kan yheb maslaht tounis rabbi m3ah aaaaaamiiin,1
nice very,1
hamdellah et bon retour,1
rak mahlekk ya bled nawer tri9i9,1
amlelna chaja lelbled,1
betawfi9 tata latifa,1
ma7lek mn ghir quarinag,1
7eb nenta5eb slim riahi bon courage,1
aid mabrouk wisnin deyma,1
sba7 el fol wouil yasmin,1
ebde3 bravo bravo bravo lmezwed haja moch 3adia fi l8neya,1
rabbi ifadil houmlek ya slim,1
e5dem a3la rou7ek echa3b m3ak,1
nchalh y9blooo,1
tfarej ya dhia,1
lefrii9i ya dawla,1
a7la rucrutment,1
rabi yonsar club africain,1
allah yara7mou we yna3mou,1
bravo rabi ma3k,1
lah yahafdah w lah yachfiha nchalah akhoukom ma dzayar,1
9alha raj2l ya sloma ya m3allim,1
mahma i9olou ennes 3lik ana mani msalém fik,1
big bose,1
m3ilm enchalh 3idk mabrouk,1
nchalah rabi yfathelhelk,1
m3alim bravooooo 3jebni barsha fi klemou,1
birrouh biddam nifdik yal lifriqui,1
lerfri9i berjelha t3ich ca,1
tahya l allgerie,1
lefri9i atlético weli tchedou t cv hhh,1
fri9i dawla sloumaa,1
kol 3am w ca b1000 5ir,1
allah yarhmou allah yarhmou allah yarhmou,1
raby ykamalkom ur lovers from,1
wahdek ya slouma ya maadhabhom,1
9oli w man9ol 7ad,1
tant attendue,1
tawa bien dit,1
ahla jam3iya caaaaaaaaaaaaaaa,1
rabi y5ales wahlek nchallah 3la 9riiib,1
wa7dek ya king wenti zeda nchallah 3idek mabrouk,1
3amra mimouna,1
m3allem weld ezzahrouni,1
e5dem rabbi i3inek,1
light sober doura al moto,1
chayekhin alina,1
rabi ma3ak y king,1
3andek el hak ya mryem,1
aidek mabrouk si slim einti wel ayla,1
hhhhhh lguitha fissa3,1
be7yet rasek rene mennek ken l5ir,1
nadi khoya,1
hhhhhh baba slim wa3mlelna barnamej 3la lclub 3ad,1
ca dima rabin m3ak,1
ya sameh wfa l mousalsel 3zizty,1
rabi y9adar l 5ir,1
amin ya rab,1
enta maaleeeeeeeeeeeem,1
b1 fais,1
a7na m3ak wled ca,1
b1 dir,1
rabi maek wyestrik achit ca,1
ouuuuuuuuuuuh 3la zebi wiw ya dawlaa,1
meghalo bravo bravo,1
kol 3am winti bkhir rabi m3ak,1
mordha bel ebde3 walah la yechfikom,1
mabrok ytraba fi 3azkom inchaeallah,1
parfait najamt twasil maalouma btari9a ness lkol tfhimha,1
rabi yarhmou tunis iblad ki zibi alach nahna karahna kan,1
devenu faaans svp vive ca,1
bon courage khawla,1
pajna 9wiya faha ijdid w 7wayej 3omrkom machoftoha j aime,1
m3alm w ahna dima m3ak fil hak betbi3a,1
mafhemtuch ama wala wahdek ya zaza,1
n7ebouk yalboumaye,1
plz wled w bnet el 8alya,1
sam rabii ykhalless wa7lek w yfarrej 3lik twa7achnekk barchaaaaaaaaaa,1
azber mel lezem,1
slim b1,1
soin solaire efficace yhaaabeeell,1
m3allém wlh m3allém,1
omra meymouna,1
berjoulia yelzmek ta3mlelhom etude ya slouma kater roushom mla7ma,1
nchallah zina lnotr parti cpr,1
waktech yeghtalouk wifarhouna,1
el capo cha3eb ca el kol em3ak,1
niheya mazrouba mais 7low ya3tikom essa7a,1
houwa allah yar7mou ma3andi man9oul wallah,1
inti w nawfil,1
chnawa ya capo walit cha3ir hhhhhhhhhhhhhhhh,1
sanfourrrrr inik lkul,1
hamza el3agrbi oilad 3athim oilad jam3ia,1
snin deyma enchalla rabi m3ak 5ouya kolle chay belketba,1
9adeesh habitk merci bravo wlh,1
wa7ék ya fanén,1
slouma ya rajel zeyed m3ak,1
mabrouk l ca,1
bonne continuation rabi m3ak,1
rabi im3ehom,1
rabi yssahel kolna m3a ca 9alb ou rou7e,1
rabi m3ak wjomhour leclub africain lkol m3ak,1
slim w bes,1
vive alger bnt alger aftakhir,1
chma3neha louleya,1
tfathel baba w tedalel zeda n npartie 1,1
nchallah rabbi m3ak ya bajbouj,1
vraiment ya3tiik saaha,1
m3alem d,1
m3alem hhhh,1
j aime pssssssssssssssssssssss,1
lah ikhlih lik,1
mebouk yetraba f azkoum,1
lbanouta t9oul inees,1
ohhhh my god you look so pretty,1
vive ba3louch,1
lwahra liha nesha mwaher ya slouma,1
bien dit mais,1
song brabi,1
ma7lek hallouma,1
bombe la rayou,1
bravoooo si sliiim,1
5ali lou7ichi ye5dem 3la ro7ou et merci,1
chkoun 7etha slim riahi,1
twahacht la mer ta3 djerba,1
akiiiiid bon chance,1
hamd lelleh,1
olh n7bok ilobne old bledk,1
bravo salifo,1
rabi ywaf9k,1
bessem enadii 3andek bahreya ya rayess,1
vive ça,1
bravo si tawfik,1
rabi m3ak w m3aaaa l 7a9999,1
ana enajem en3ounek kalemni 3ala 24961866 tawa ensahel 3alike etniya,1
haya sahha ennouuuuuuuuuuuuuuum,1
hosni yahdik ikoun minnik la39al salli 3annibi,1
alh yar7mou heda echahid bel79,1
amir el abed abed tnajjam tab3th l slouma,1
ouiiii je confirme,1
cha3b m3ak tkt lefri9i dima labes,1
3aidik mabrouk w snine dayma,1
hamd aalik ki fé9ét 3la ruhék o,1
ikamel 3lik,1
y kafon chbih baba makntoch ndhonk bech ta3mel haka,1
amiiiiiiiiiiiiiiiine ya rab,1
oui ja fi wa9to b chance,1
m3allem wa rajel wenhebbouh,1
mkch 3adii wallah 1000 bravo ama brabii ml bodreya entii,1
rabi ywaf9 el jami3 ca brjelha,1
allah yer7amha w ine3amha feljena enchallah,1
énchallah marbou7a,1
bravo abir rabi m3ak inchallah,1
rabi m3ak w yehdik eljam3iya wejam3ia wejam3ia rahi ykalik,1
l om hniiiina,1
nchallah kol 3am wenty 7ay b 1920 5irr,1
émission rahy,1
m3ak slouma,1
inti khir min barch kathaba jawaa,1
momkin tjawjohali,1
haja zaboura sanfour rabi m3ak,1
hoi alaxe 3izihom ama rabi yahdi ili kan sbab,1
nchala rabi ifadalhom,1
allah yar7mohom,1
touniss hia elkoul ama ca hiya koul fil koul,1
rabi wonsrok allihom,1
ma7laha tounes,1
karti men5iir batroun,1
boutola fi boja3far,1
slim a5tak min syasa w alha bjam3iya 5ir,1
1 million,1
el hamdoullah yarabbi nchallah 100000000 mabrouk slouma lghali,1
kolna m3ak y a slouma madame inti rayes ca,1
isbe7 warid a7it kleni berid 9ouwa rabi,1
bernard tapi de tunisie taw ywalli raiis mon oeil,1
kol sana wentom bi5er,1
aatih alou,1
la classe nhbk mn dzayr maryouma,1
allah ma3home,1
j adore khazret sameh,1
dire slim riahi dire ca il faut continuer,1
el karti mnathem akther,1
bonjour ya sanfara,1
raby ykhalihelk hay ta7founa kifk,1
rabi m3ak sa7bi wlh,1
saff ya mhaff,1
aakid jouza2 6,1
hhhhhhhhh exact hathaka houwa leklem,1
ilkbir dima kbir,1
fakir mt3 sbo3i sl3a hhhh hhhhh hhhhh hhhh hhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,1
allah yar7amou,1
dark tayara ema en allemand,1
