sentence,label,length,word_list
star raby 7asb ro7ék sa7afi w tlawaj 3asource 9bal,0,9,"['star', 'raby', '7asb', 'ro7ék', 'sa7afi', 'w', 'tlawaj', '3asource', '9bal']"
tunis sera bien avec ses enfants,1,6,"['tunis', 'sera', 'bien', 'avec', 'ses', 'enfants']"
tooooo9999teeeeellll rayouuuu,1,2,"['tooooo9999teeeeellll', 'rayouuuu']"
oooooooooooh mala fdhye7 filkoura 9alek cab jam3iya kbira,0,8,"['oooooooooooh', 'mala', 'fdhye7', 'filkoura', '9alek', 'cab', 'jam3iya', 'kbira']"
kn mwatik barcha hijab 5sara na7ito,0,6,"['kn', 'mwatik', 'barcha', 'hijab', '5sara', 'na7ito']"
awawawawaw 3alamiya,1,2,"['awawawawaw', '3alamiya']"
avec tout cluibiste,1,3,"['avec', 'tout', 'cluibiste']"
hadekom kbayria win kin mit5obin,0,5,"['hadekom', 'kbayria', 'win', 'kin', 'mit5obin']"
enchalh y,1,2,"['enchalh', 'y']"
systeme gdiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiim,0,2,"['systeme', 'gdiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiim']"
stars merci,1,2,"['stars', 'merci']"
oalah ki twaly cheyba kobba,0,5,"['oalah', 'ki', 'twaly', 'cheyba', 'kobba']"
bellahi ikebsouhom rahom mar5oufin barcha chnowa l7ala hathi,1,8,"['bellahi', 'ikebsouhom', 'rahom', 'mar5oufin', 'barcha', 'chnowa', 'l7ala', 'hathi']"
de5el sou9 el bassasin blech tirma,0,6,"['de5el', 'sou9', 'el', 'bassasin', 'blech', 'tirma']"
bonne chance rabi ma3ak,1,4,"['bonne', 'chance', 'rabi', 'ma3ak']"
bassem foooooort,1,2,"['bassem', 'foooooort']"
first dislik,0,2,"['first', 'dislik']"
rabi yer7mou we saber ahlou,1,5,"['rabi', 'yer7mou', 'we', 'saber', 'ahlou']"
wahrani slouma gtelthom bel visss hhh,1,6,"['wahrani', 'slouma', 'gtelthom', 'bel', 'visss', 'hhh']"
dharbete maleme,1,2,"['dharbete', 'maleme']"
dope man from morocco,1,4,"['dope', 'man', 'from', 'morocco']"
ma 7kitlouch 3la jak bisson hhhhhhhhhhhh,0,6,"['ma', '7kitlouch', '3la', 'jak', 'bisson', 'hhhhhhhhhhhh']"
3aidik mabrouk w snine dayma,1,5,"['3aidik', 'mabrouk', 'w', 'snine', 'dayma']"
haka thlaamet lgrouda ki 9araanethom bel mnaykin hekom,0,8,"['haka', 'thlaamet', 'lgrouda', 'ki', '9araanethom', 'bel', 'mnaykin', 'hekom']"
bravo et felicitation,1,3,"['bravo', 'et', 'felicitation']"
inguidh rouhek khirlek,1,3,"['inguidh', 'rouhek', 'khirlek']"
menzel bourguiba lmadina,1,3,"['menzel', 'bourguiba', 'lmadina']"
ci slim rabi i5alik,1,4,"['ci', 'slim', 'rabi', 'i5alik']"
li célèba kima sanfour ya3mal j aime hhhh moi,1,9,"['li', 'célèba', 'kima', 'sanfour', 'ya3mal', 'j', 'aime', 'hhhh', 'moi']"
bara nyk z3in kn f l khethebb,0,7,"['bara', 'nyk', 'z3in', 'kn', 'f', 'l', 'khethebb']"
phénomène heda weld awatef,1,4,"['phénomène', 'heda', 'weld', 'awatef']"
bayrem na7oul,1,2,"['bayrem', 'na7oul']"
belle musice,1,2,"['belle', 'musice']"
ti sorem ommok ta77an mil brima,0,6,"['ti', 'sorem', 'ommok', 'ta77an', 'mil', 'brima']"
belehi a3mel tala 3la cité 20 mars sidi hsine,1,9,"['belehi', 'a3mel', 'tala', '3la', 'cité', '20', 'mars', 'sidi', 'hsine']"
e5 e5 e5,0,3,"['e5', 'e5', 'e5']"
9adhiya la touchel,0,3,"['9adhiya', 'la', 'touchel']"
taw hatha la3eb,0,3,"['taw', 'hatha', 'la3eb']"
tfih alih,0,2,"['tfih', 'alih']"
aya si wa9tch 5arej lclub mechia fi hewia jortkkkkkkk,0,9,"['aya', 'si', 'wa9tch', '5arej', 'lclub', 'mechia', 'fi', 'hewia', 'jortkkkkkkk']"
fesed kbir,0,2,"['fesed', 'kbir']"
enti kerima,1,2,"['enti', 'kerima']"
i t s a boy,1,5,"['i', 't', 's', 'a', 'boy']"
ua weldi yerfes hadhka hama mridh,0,6,"['ua', 'weldi', 'yerfes', 'hadhka', 'hama', 'mridh']"
ayman men maroc mar7ba biya andkom,1,6,"['ayman', 'men', 'maroc', 'mar7ba', 'biya', 'andkom']"
club ya 3omri 1000 mabrouk inchallah zina,1,7,"['club', 'ya', '3omri', '1000', 'mabrouk', 'inchallah', 'zina']"
ya rabbi tostor,0,3,"['ya', 'rabbi', 'tostor']"
la inahikommmmmmmmmmmmmmmmmmmmmmmmmmmmmmm,0,2,"['la', 'inahikommmmmmmmmmmmmmmmmmmmmmmmmmmmmmm']"
ili i7eb sanfara i7ot j aime,1,6,"['ili', 'i7eb', 'sanfara', 'i7ot', 'j', 'aime']"
slim rajaa flous hanibaal gh,0,5,"['slim', 'rajaa', 'flous', 'hanibaal', 'gh']"
bakkitni allah yar7mou w yna3mou,0,5,"['bakkitni', 'allah', 'yar7mou', 'w', 'yna3mou']"
ana nint5eb hedhom w manint5ebech elmafya illi nakou elbled,0,9,"['ana', 'nint5eb', 'hedhom', 'w', 'manint5ebech', 'elmafya', 'illi', 'nakou', 'elbled']"
allah yara7mou,1,2,"['allah', 'yara7mou']"
ahsen haja koltha ldandouk ya djabou,0,6,"['ahsen', 'haja', 'koltha', 'ldandouk', 'ya', 'djabou']"
ok migalo please 9aldou fel ,1,6,"['ok', 'migalo', 'please', '9aldou', 'fel', '']"
sanfara ya m3alem,1,3,"['sanfara', 'ya', 'm3alem']"
inchalah labes wasselou slemi,1,4,"['inchalah', 'labes', 'wasselou', 'slemi']"
rabi yechfik wild jam3iti amiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiin,1,5,"['rabi', 'yechfik', 'wild', 'jam3iti', 'amiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiin']"
nchallah titzra3 ambiance behya mta3 5edma s7i7a,1,7,"['nchallah', 'titzra3', 'ambiance', 'behya', 'mta3', '5edma', 's7i7a']"
alf mabroukk,0,2,"['alf', 'mabroukk']"
dime c a dima widad,1,5,"['dime', 'c', 'a', 'dima', 'widad']"
oui c vrai sbe7 lfol,1,5,"['oui', 'c', 'vrai', 'sbe7', 'lfol']"
héyel barcha,1,2,"['héyel', 'barcha']"
naseur hhh,1,2,"['naseur', 'hhh']"
walah jawi behy,1,3,"['walah', 'jawi', 'behy']"
jaafer guessmi bravo yaatik essaha w elle aafia,1,8,"['jaafer', 'guessmi', 'bravo', 'yaatik', 'essaha', 'w', 'elle', 'aafia']"
yestana fik tarja3,0,3,"['yestana', 'fik', 'tarja3']"
hadha akbar sara9,0,3,"['hadha', 'akbar', 'sara9']"
bnj si slim,1,3,"['bnj', 'si', 'slim']"
lazemna ma3dech nala3bou gdem nestanouhem,0,5,"['lazemna', 'ma3dech', 'nala3bou', 'gdem', 'nestanouhem']"
djabou weld ca inchallah,1,4,"['djabou', 'weld', 'ca', 'inchallah']"
inchala yjibo coup dafrique,1,4,"['inchala', 'yjibo', 'coup', 'dafrique']"
big boooooooooooosssssssssss,1,2,"['big', 'boooooooooooosssssssssss']"
rabbi ywafa9kom nchallah,1,3,"['rabbi', 'ywafa9kom', 'nchallah']"
menin el 5ir,0,3,"['menin', 'el', '5ir']"
elli ya3mel fel e8tiyelet hethi lezmou yet7aseb,0,7,"['elli', 'ya3mel', 'fel', 'e8tiyelet', 'hethi', 'lezmou', 'yet7aseb']"
kol 3am wél ghaliya b 10000000000 khir,1,7,"['kol', '3am', 'wél', 'ghaliya', 'b', '10000000000', 'khir']"
hhhhhhh 7lwa menk ya m3alem d,1,6,"['hhhhhhh', '7lwa', 'menk', 'ya', 'm3alem', 'd']"
bettbi3a wa7ed mahoush rajel lazem y3allmouh errjoula hazebi,0,8,"['bettbi3a', 'wa7ed', 'mahoush', 'rajel', 'lazem', 'y3allmouh', 'errjoula', 'hazebi']"
lfa9ri fa9ri hhhhhhh,0,3,"['lfa9ri', 'fa9ri', 'hhhhhhh']"
tla3t ta7shi fih ya marzouki,0,5,"['tla3t', 'ta7shi', 'fih', 'ya', 'marzouki']"
félicitations rabbi ihanikom,1,3,"['félicitations', 'rabbi', 'ihanikom']"
hhhhhhhhhhhhhhhhhhhhhhh ya3ték 3asbaa,0,3,"['hhhhhhhhhhhhhhhhhhhhhhh', 'ya3ték', '3asbaa']"
il3ab ya lfri9i nchala mouneka nikoukoum wentoum dima akeka,0,9,"['il3ab', 'ya', 'lfri9i', 'nchala', 'mouneka', 'nikoukoum', 'wentoum', 'dima', 'akeka']"
mzlet omek ya menana,0,4,"['mzlet', 'omek', 'ya', 'menana']"
fina li twa9ef wa7dek ta3ref e refrain,1,7,"['fina', 'li', 'twa9ef', 'wa7dek', 'ta3ref', 'e', 'refrain']"
karhom yjibolek el hakem yhezek berasmi 3adhebtna,0,7,"['karhom', 'yjibolek', 'el', 'hakem', 'yhezek', 'berasmi', '3adhebtna']"
ana m3ah,1,2,"['ana', 'm3ah']"
i love youuu nadhoula,1,4,"['i', 'love', 'youuu', 'nadhoula']"
3andi mochekela,0,2,"['3andi', 'mochekela']"
karti men5iir batroun,1,3,"['karti', 'men5iir', 'batroun']"
inchalah lebes khalil,1,3,"['inchalah', 'lebes', 'khalil']"
big up ben ammar u rock,1,6,"['big', 'up', 'ben', 'ammar', 'u', 'rock']"
hez flousek et degages,0,4,"['hez', 'flousek', 'et', 'degages']"
brabi seybouh liti7ed tounes na9esha ken slim riahi,1,8,"['brabi', 'seybouh', 'liti7ed', 'tounes', 'na9esha', 'ken', 'slim', 'riahi']"
ila al amem,1,3,"['ila', 'al', 'amem']"
lkilna wra elghalia wrak rjel,1,5,"['lkilna', 'wra', 'elghalia', 'wrak', 'rjel']"
ahna m3ak fi sarah wfarah,1,5,"['ahna', 'm3ak', 'fi', 'sarah', 'wfarah']"
pfffffffffff rabi isabarnaaa,0,3,"['pfffffffffff', 'rabi', 'isabarnaaa']"
ou mala ragasa walh kolkom eta7nou mala cha3eb,0,8,"['ou', 'mala', 'ragasa', 'walh', 'kolkom', 'eta7nou', 'mala', 'cha3eb']"
ca notre grand famille,1,4,"['ca', 'notre', 'grand', 'famille']"
ouuuuuuuh chneyya hedha,0,3,"['ouuuuuuuh', 'chneyya', 'hedha']"
lanstgrame nawrt bik samsom,1,4,"['lanstgrame', 'nawrt', 'bik', 'samsom']"
ataw ta3mlou falla y kleb elcha3eb elkol dhedha elso9at,0,9,"['ataw', 'ta3mlou', 'falla', 'y', 'kleb', 'elcha3eb', 'elkol', 'dhedha', 'elso9at']"
bonne anniversaire w ljoumhour dima m3ak,1,6,"['bonne', 'anniversaire', 'w', 'ljoumhour', 'dima', 'm3ak']"
sam rabii ykhalless wa7lek w yfarrej 3lik twa7achnekk barchaaaaaaaaaa,1,9,"['sam', 'rabii', 'ykhalless', 'wa7lek', 'w', 'yfarrej', '3lik', 'twa7achnekk', 'barchaaaaaaaaaa']"
howa 3andou ilmilyarat wenti ihsib ye hawi,1,7,"['howa', '3andou', 'ilmilyarat', 'wenti', 'ihsib', 'ye', 'hawi']"
sobhn alih awel mera rye kalib ma7mil kalib,0,8,"['sobhn', 'alih', 'awel', 'mera', 'rye', 'kalib', 'ma7mil', 'kalib']"
haletna mokrba khelass,0,3,"['haletna', 'mokrba', 'khelass']"
eli naykin dislike big love,0,5,"['eli', 'naykin', 'dislike', 'big', 'love']"
kol aam winta hay bkir merci,1,6,"['kol', 'aam', 'winta', 'hay', 'bkir', 'merci']"
nmouuuut 3lihoum love from algeria,1,5,"['nmouuuut', '3lihoum', 'love', 'from', 'algeria']"
rabi fou9 ilkol,1,3,"['rabi', 'fou9', 'ilkol']"
terba7 l3asba,0,2,"['terba7', 'l3asba']"
twa el wa9it ebayen,0,4,"['twa', 'el', 'wa9it', 'ebayen']"
tareeed 3la zebi mafama 7ata nayek akbeer mel club,0,9,"['tareeed', '3la', 'zebi', 'mafama', '7ata', 'nayek', 'akbeer', 'mel', 'club']"
bravo ya marzou9i inchallah prochain président,1,6,"['bravo', 'ya', 'marzou9i', 'inchallah', 'prochain', 'président']"
lfar9 binetna houma yebniw wa7na nhedou,0,6,"['lfar9', 'binetna', 'houma', 'yebniw', 'wa7na', 'nhedou']"
bravou bravou ya si slim lekbir kbir,1,7,"['bravou', 'bravou', 'ya', 'si', 'slim', 'lekbir', 'kbir']"
a7na wilaya othmania tawa,0,4,"['a7na', 'wilaya', 'othmania', 'tawa']"
bravooooo m3alam slim,1,3,"['bravooooo', 'm3alam', 'slim']"
vravoooooooooooooo raw3a,1,2,"['vravoooooooooooooo', 'raw3a']"
hum why not,1,3,"['hum', 'why', 'not']"
allah ye7mi syria wa asadha,1,5,"['allah', 'ye7mi', 'syria', 'wa', 'asadha']"
fakhamet el issm safi sa3iid,1,5,"['fakhamet', 'el', 'issm', 'safi', 'sa3iid']"
elaa bel7a9 waww,1,3,"['elaa', 'bel7a9', 'waww']"
c est redicule,0,3,"['c', 'est', 'redicule']"
ha l ham ech nakraha,0,5,"['ha', 'l', 'ham', 'ech', 'nakraha']"
shwaya haka w shwaya haka,1,5,"['shwaya', 'haka', 'w', 'shwaya', 'haka']"
7ama 7ama,1,2,"['7ama', '7ama']"
sport muslsalt tunsiya,1,3,"['sport', 'muslsalt', 'tunsiya']"
e5dem 3ala ro7k w rabi m3ak,1,6,"['e5dem', '3ala', 'ro7k', 'w', 'rabi', 'm3ak']"
tsababtou lerwe7kom bedel men ba3ed 3ez,0,6,"['tsababtou', 'lerwe7kom', 'bedel', 'men', 'ba3ed', '3ez']"
kamsha 97aab o maban,0,4,"['kamsha', '97aab', 'o', 'maban']"
slim chiboub ta dawla hhhhhhh,1,5,"['slim', 'chiboub', 'ta', 'dawla', 'hhhhhhh']"
borjouliya n7b nes2il l fun mt3 sanfara chem3ajebkom fih,0,9,"['borjouliya', 'n7b', 'nes2il', 'l', 'fun', 'mt3', 'sanfara', 'chem3ajebkom', 'fih']"
rabi ewafa9k 5oya slim rabi m3ak,1,6,"['rabi', 'ewafa9k', '5oya', 'slim', 'rabi', 'm3ak']"
3alina we 3alik capo,1,4,"['3alina', 'we', '3alik', 'capo']"
vivvve cpr,1,2,"['vivvve', 'cpr']"
rabby ye7yik lamthelou,1,3,"['rabby', 'ye7yik', 'lamthelou']"
haaa samehhh wfee lmousalsel raw snn mhleqom,1,7,"['haaa', 'samehhh', 'wfee', 'lmousalsel', 'raw', 'snn', 'mhleqom']"
too much feelings keep it up,1,6,"['too', 'much', 'feelings', 'keep', 'it', 'up']"
achbih matkallimch 3la sisi mta3 maser walla zayd,0,8,"['achbih', 'matkallimch', '3la', 'sisi', 'mta3', 'maser', 'walla', 'zayd']"
ca n 1 tab9a dima,1,5,"['ca', 'n', '1', 'tab9a', 'dima']"
taw tchedoulou men zebou y mnaykin elkolkom fosed,0,8,"['taw', 'tchedoulou', 'men', 'zebou', 'y', 'mnaykin', 'elkolkom', 'fosed']"
3lesh blhi l9assan hakka wlh idara 9ahba amlha,0,8,"['3lesh', 'blhi', 'l9assan', 'hakka', 'wlh', 'idara', '9ahba', 'amlha']"
wahdek f nakshat ya boss vive ca,1,7,"['wahdek', 'f', 'nakshat', 'ya', 'boss', 'vive', 'ca']"
nimporte quoi,0,2,"['nimporte', 'quoi']"
eli men menzel bourguiba j aime,1,6,"['eli', 'men', 'menzel', 'bourguiba', 'j', 'aime']"
ma5chnek ya slim,1,3,"['ma5chnek', 'ya', 'slim']"
bravo slim wasel ekhdem 3ala rouhekwe chmeta fihom,1,8,"['bravo', 'slim', 'wasel', 'ekhdem', '3ala', 'rouhekwe', 'chmeta', 'fihom']"
bravo et mabrouk,1,3,"['bravo', 'et', 'mabrouk']"
2020 zab,0,2,"['2020', 'zab']"
allah yarhamhem,1,2,"['allah', 'yarhamhem']"
brabi khouya alaa aak rkhamet win wouslou,1,7,"['brabi', 'khouya', 'alaa', 'aak', 'rkhamet', 'win', 'wouslou']"
i am azzebi,0,3,"['i', 'am', 'azzebi']"
rabi maah nedioulou bechifa,1,4,"['rabi', 'maah', 'nedioulou', 'bechifa']"
joyeux anniversaire yasour whmdl 3la slemteeek raby ya7efdho wysonou,1,9,"['joyeux', 'anniversaire', 'yasour', 'whmdl', '3la', 'slemteeek', 'raby', 'ya7efdho', 'wysonou']"
houta alik ya rais,1,4,"['houta', 'alik', 'ya', 'rais']"
9a7bet k2rm,0,2,"['9a7bet', 'k2rm']"
rabbi m3ak et bon courage,1,5,"['rabbi', 'm3ak', 'et', 'bon', 'courage']"
patran kamel farhetna belmouled wraj3elna mountassar wel 3elmi,1,8,"['patran', 'kamel', 'farhetna', 'belmouled', 'wraj3elna', 'mountassar', 'wel', '3elmi']"
omourk yakhi inti chkoun,0,4,"['omourk', 'yakhi', 'inti', 'chkoun']"
mnawer ya jen keep it higher dude,1,7,"['mnawer', 'ya', 'jen', 'keep', 'it', 'higher', 'dude']"
esmha lo3ba ou taktik siassi jdid,0,6,"['esmha', 'lo3ba', 'ou', 'taktik', 'siassi', 'jdid']"
bayby boy,1,2,"['bayby', 'boy']"
lezem ibadel l 9anoun,0,4,"['lezem', 'ibadel', 'l', '9anoun']"
braco slouma,1,2,"['braco', 'slouma']"
club afican hiya hobi haram élastique abad,1,7,"['club', 'afican', 'hiya', 'hobi', 'haram', 'élastique', 'abad']"
rabi yarhmha,0,2,"['rabi', 'yarhmha']"
nnn jibou migalo khire,1,4,"['nnn', 'jibou', 'migalo', 'khire']"
3asla aka yosra thabel w houwa dayouth wlh khit,0,9,"['3asla', 'aka', 'yosra', 'thabel', 'w', 'houwa', 'dayouth', 'wlh', 'khit']"
la tahzan inna allaha ma3ana,0,5,"['la', 'tahzan', 'inna', 'allaha', 'ma3ana']"
tunisie dans le vide,1,4,"['tunisie', 'dans', 'le', 'vide']"
esma3 w badel mat3em wethnik ya rojla,1,7,"['esma3', 'w', 'badel', 'mat3em', 'wethnik', 'ya', 'rojla']"
ti barra raweh,0,3,"['ti', 'barra', 'raweh']"
bara nikomik,0,2,"['bara', 'nikomik']"
ma7la zyynha,1,2,"['ma7la', 'zyynha']"
bravo 5ou5a w zaza,1,4,"['bravo', '5ou5a', 'w', 'zaza']"
ifri9i hawiiiii,1,2,"['ifri9i', 'hawiiiii']"
5ayfa mn lmot bara sali wodhker rabi,0,7,"['5ayfa', 'mn', 'lmot', 'bara', 'sali', 'wodhker', 'rabi']"
maryouma jamalek raw3a too,1,4,"['maryouma', 'jamalek', 'raw3a', 'too']"
wlh goult lhaa9,1,3,"['wlh', 'goult', 'lhaa9']"
legweda mech behya,0,3,"['legweda', 'mech', 'behya']"
mak miboun a3tham menhom,0,4,"['mak', 'miboun', 'a3tham', 'menhom']"
tayara sahbi,1,2,"['tayara', 'sahbi']"
bjeh rabi hotouha fel nouba,1,5,"['bjeh', 'rabi', 'hotouha', 'fel', 'nouba']"
tawa yechri m 3andek,0,4,"['tawa', 'yechri', 'm', '3andek']"
patron illi ikalik esyadtek omo majabatouch echa3eb ourak okodemek,1,9,"['patron', 'illi', 'ikalik', 'esyadtek', 'omo', 'majabatouch', 'echa3eb', 'ourak', 'okodemek']"
26 k dislike road to 100k,0,6,"['26', 'k', 'dislike', 'road', 'to', '100k']"
slim erya7i maw9ef boutouli am 7amla enti5abeya,0,7,"['slim', 'erya7i', 'maw9ef', 'boutouli', 'am', '7amla', 'enti5abeya']"
bitch c pour ça tbalaha sooliking,0,6,"['bitch', 'c', 'pour', 'ça', 'tbalaha', 'sooliking']"
vive cpr 3echet nthif w tab9a dima nthiffffff,1,8,"['vive', 'cpr', '3echet', 'nthif', 'w', 'tab9a', 'dima', 'nthiffffff']"
ti hakom kol a3wedtouha elkelma echnouwa mochkol ki kalha,1,9,"['ti', 'hakom', 'kol', 'a3wedtouha', 'elkelma', 'echnouwa', 'mochkol', 'ki', 'kalha']"
a7na manech msaybinek patron,1,4,"['a7na', 'manech', 'msaybinek', 'patron']"
o5roj y5arej ro7kk,0,3,"['o5roj', 'y5arej', 'ro7kk']"
sa7a 13k dislike,0,3,"['sa7a', '13k', 'dislike']"
berjouleyya ton9ech ya slouma klém fel samim,1,7,"['berjouleyya', 'ton9ech', 'ya', 'slouma', 'klém', 'fel', 'samim']"
l7amdela alik y samsoum,1,4,"['l7amdela', 'alik', 'y', 'samsoum']"
baby is boy,1,3,"['baby', 'is', 'boy']"
cha3malna fi ca tv w l bus,1,7,"['cha3malna', 'fi', 'ca', 'tv', 'w', 'l', 'bus']"
toi aussi ramadhan mabrouk,1,4,"['toi', 'aussi', 'ramadhan', 'mabrouk']"
le3boulek elle3ba w jabouk elbarra,0,5,"['le3boulek', 'elle3ba', 'w', 'jabouk', 'elbarra']"
ahawka ena louwel smaatha,1,4,"['ahawka', 'ena', 'louwel', 'smaatha']"
hhhhhh meskyn slim,0,3,"['hhhhhh', 'meskyn', 'slim']"
krima mami baldi termet baya 9azwardi,0,6,"['krima', 'mami', 'baldi', 'termet', 'baya', '9azwardi']"
tiri tiri ya 3asfoura,0,4,"['tiri', 'tiri', 'ya', '3asfoura']"
ahh ya galbiii,1,3,"['ahh', 'ya', 'galbiii']"
zaboura maryouma,1,2,"['zaboura', 'maryouma']"
inchala rabi insrik,1,3,"['inchala', 'rabi', 'insrik']"
tres bien doctor,1,3,"['tres', 'bien', 'doctor']"
3la 9dach y3awdouha,1,3,"['3la', '9dach', 'y3awdouha']"
ramadan moubarak,1,2,"['ramadan', 'moubarak']"
a7la ramrouma,1,2,"['a7la', 'ramrouma']"
afkar jdida dima 3andek,1,4,"['afkar', 'jdida', 'dima', '3andek']"
hhhhhh erteeeeeè7,0,2,"['hhhhhh', 'erteeeeeè7']"
dima toup 3alaaa tab9a ahsan monachit tahiya man,1,8,"['dima', 'toup', '3alaaa', 'tab9a', 'ahsan', 'monachit', 'tahiya', 'man']"
farouk esperantist tfarej ya 3afat,0,5,"['farouk', 'esperantist', 'tfarej', 'ya', '3afat']"
jayftou il 3alouch meskin,0,4,"['jayftou', 'il', '3alouch', 'meskin']"
stal khrrraaaa à la zok om mandhrek,0,7,"['stal', 'khrrraaaa', 'à', 'la', 'zok', 'om', 'mandhrek']"
rabi ifadalkom leba3tkom que dieu vous protège,1,7,"['rabi', 'ifadalkom', 'leba3tkom', 'que', 'dieu', 'vous', 'protège']"
hhhhhhhh tfooooooohhhhh 3la elmounefi9in 9alo cha3eeb,0,6,"['hhhhhhhh', 'tfooooooohhhhh', '3la', 'elmounefi9in', '9alo', 'cha3eeb']"
kol 3am winti 7ay bi 1000 5iyir,1,7,"['kol', '3am', 'winti', '7ay', 'bi', '1000', '5iyir']"
happy bday,1,2,"['happy', 'bday']"
fuckkkk technique wa3er,1,3,"['fuckkkk', 'technique', 'wa3er']"
kan ena jtni m3awja lo7,1,5,"['kan', 'ena', 'jtni', 'm3awja', 'lo7']"
zedk dz,1,2,"['zedk', 'dz']"
balhi slim aria7i fra5 chkon wala nsakci alibia,0,8,"['balhi', 'slim', 'aria7i', 'fra5', 'chkon', 'wala', 'nsakci', 'alibia']"
un explique les horreurs,1,4,"['un', 'explique', 'les', 'horreurs']"
ah yaslouma wkn ta3ti kfoif lak bouchemoui,1,7,"['ah', 'yaslouma', 'wkn', 'ta3ti', 'kfoif', 'lak', 'bouchemoui']"
yammii alla tunis ech yostanna fina,0,6,"['yammii', 'alla', 'tunis', 'ech', 'yostanna', 'fina']"
aidekmabrouk snindayma lntarais na monkechtunes anamak inchalah,1,7,"['aidekmabrouk', 'snindayma', 'lntarais', 'na', 'monkechtunes', 'anamak', 'inchalah']"
oiktache njibo pevot,1,3,"['oiktache', 'njibo', 'pevot']"
waliw l zboubna monathlin akhretkom sbay7iya w ta7ana,0,8,"['waliw', 'l', 'zboubna', 'monathlin', 'akhretkom', 'sbay7iya', 'w', 'ta7ana']"
signalez urgent,0,2,"['signalez', 'urgent']"
walina fi mksik lkol mchatla min b3adha,0,7,"['walina', 'fi', 'mksik', 'lkol', 'mchatla', 'min', 'b3adha']"
sah rabbi m3ak inchae allah,1,5,"['sah', 'rabbi', 'm3ak', 'inchae', 'allah']"
bacha ya slim,1,3,"['bacha', 'ya', 'slim']"
wa antoum aydan si slim,1,5,"['wa', 'antoum', 'aydan', 'si', 'slim']"
dr marzou9i soun 2il2amena rod belik 3la tounis,1,8,"['dr', 'marzou9i', 'soun', '2il2amena', 'rod', 'belik', '3la', 'tounis']"
i5arrej walla rou7ek,0,3,"['i5arrej', 'walla', 'rou7ek']"
dhawadi wel korbi w masilou sur terrain point final,1,9,"['dhawadi', 'wel', 'korbi', 'w', 'masilou', 'sur', 'terrain', 'point', 'final']"
inchallah yaatlaa iheb tounes bilhak,1,5,"['inchallah', 'yaatlaa', 'iheb', 'tounes', 'bilhak']"
rabi yarehemou,1,2,"['rabi', 'yarehemou']"
féchla lobna,0,2,"['féchla', 'lobna']"
achkoun mazel bech yhasbou ba3d hal lika,1,7,"['achkoun', 'mazel', 'bech', 'yhasbou', 'ba3d', 'hal', 'lika']"
alah yar7amaha,1,2,"['alah', 'yar7amaha']"
intakhabit slim8888,1,2,"['intakhabit', 'slim8888']"
hhhh weld 7ram,0,3,"['hhhh', 'weld', '7ram']"
tbrklhh 3likk we mchlh 3likk,1,5,"['tbrklhh', '3likk', 'we', 'mchlh', '3likk']"
nike om kol dandouk mawjoud fl page,0,7,"['nike', 'om', 'kol', 'dandouk', 'mawjoud', 'fl', 'page']"
allah yerda alik dania w akhra y a rab,1,9,"['allah', 'yerda', 'alik', 'dania', 'w', 'akhra', 'y', 'a', 'rab']"
vraiment bravo no comment,1,4,"['vraiment', 'bravo', 'no', 'comment']"
m3allem rabbi m3ak et rabbi ywaf9ek,1,6,"['m3allem', 'rabbi', 'm3ak', 'et', 'rabbi', 'ywaf9ek']"
merci bien 3ela t7inek hhhhhhh,0,5,"['merci', 'bien', '3ela', 't7inek', 'hhhhhhh']"
klemik à 100 shyh bravo khouna,1,6,"['klemik', 'à', '100', 'shyh', 'bravo', 'khouna']"
baro nayko,0,2,"['baro', 'nayko']"
illi tayechlek okhtek melbarkoun 3raftou tawa hhhhhhhhhhh,0,7,"['illi', 'tayechlek', 'okhtek', 'melbarkoun', '3raftou', 'tawa', 'hhhhhhhhhhh']"
enti fare5 chkoun,0,3,"['enti', 'fare5', 'chkoun']"
maou san3oha fi 9anet 9,1,5,"['maou', 'san3oha', 'fi', '9anet', '9']"
terbhou etarajji final,1,3,"['terbhou', 'etarajji', 'final']"
looooll moez inti rajal mouch kima samir kalb ennahdha,1,9,"['looooll', 'moez', 'inti', 'rajal', 'mouch', 'kima', 'samir', 'kalb', 'ennahdha']"
taw na7na bjadna ntfarjou fih,0,5,"['taw', 'na7na', 'bjadna', 'ntfarjou', 'fih']"
3idek mabrouk m3alem slouma,1,4,"['3idek', 'mabrouk', 'm3alem', 'slouma']"
inti ili tsam 3lih la5maj ya 9a7ba ya mas5a,0,9,"['inti', 'ili', 'tsam', '3lih', 'la5maj', 'ya', '9a7ba', 'ya', 'mas5a']"
mafamma hatta chay yamn3ou bech iwalli rais tounis slim,0,9,"['mafamma', 'hatta', 'chay', 'yamn3ou', 'bech', 'iwalli', 'rais', 'tounis', 'slim']"
slim rye7i men teli d,0,5,"['slim', 'rye7i', 'men', 'teli', 'd']"
sanfara king alwahbi guernit,1,4,"['sanfara', 'king', 'alwahbi', 'guernit']"
j adore bravo,1,3,"['j', 'adore', 'bravo']"
dima m3alem w inchallah zina ya rab,1,7,"['dima', 'm3alem', 'w', 'inchallah', 'zina', 'ya', 'rab']"
